Column1,short_description
1441,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
1442," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
1443," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
1444," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
1445, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
1446, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
1447, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
1448,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
1449,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
1450," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
1451," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
1452,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
1453,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
1454,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
1455,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
1456,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
1457," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
1458," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
1459," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
1460, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
1461, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
1462, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
1463,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
1464,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
1465," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
1466," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
1467,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
1468,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
1469,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
1470,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
1471,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
1472," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
1473," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
1474," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
1475, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
1476, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
1477, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
1478,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
1479,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
1480," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
1481," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
1482,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
1483,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
1484,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
1485,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
1486,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
1487," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
1488," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
1489," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
1490, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
1491, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
1492, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
1493,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
1494,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
1495," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
1496," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
1497,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
1498,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
1499,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
1500,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
1501,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
1502," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
1503," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
1504," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
1505, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
1506, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
1507, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
1508,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
1509,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
1510," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
1511," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
1512,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
1513,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
1514,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
1515,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
1516,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
1517," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
1518," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
1519," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
1520, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
1521, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
1522, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
1523,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
1524,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
1525," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
1526," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
1527,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
1528,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
1529,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
1530,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
1531,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
1532," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
1533," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
1534," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
1535, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
1536, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
1537, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
1538,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
1539,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
1540," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
1541," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
1542,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
1543,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
1544,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
1545,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
1546,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
1547," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
1548," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
1549," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
1550, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
1551, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
1552, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
1553,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
1554,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
1555," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
1556," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
1557,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
1558,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
1559,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
1560,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
1561,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
1562," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
1563," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
1564," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
1565, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
1566, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
1567, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
1568,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
1569,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
1570," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
1571," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
1572,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
1573,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
1574,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
1575,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
1576,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
1577," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
1578," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
1579," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
1580, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
1581, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
1582, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
1583,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
1584,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
1585," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
1586," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
1587,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
1588,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
1589,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
1590,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
1591,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
1592," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
1593," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
1594," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
1595, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
1596, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
1597, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
1598,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
1599,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
1600," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
1601," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
1602,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
1603,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
1604,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
1605,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
1606,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
1607," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
1608," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
1609," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
1610, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
1611, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
1612, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
1613,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
1614,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
1615," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
1616," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
1617,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
1618,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
1619,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
1620,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
1621,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
1622," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
1623," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
1624," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
1625, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
1626, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
1627, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
1628,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
1629,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
1630," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
1631," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
1632,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
1633,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
1634,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
1635,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो
1636,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल
1637," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है"
1638," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं"
1639," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE"
1640, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर
1641, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है
1642, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी
1643,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल
1644,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल"
1645," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल"
1646," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक"
1647,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो"
1648,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा
1649,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल"
